parent,child
http://eol.org/schema/terms/boreal_forests_taiga,http://eol.org/schema/terms/Trans-Baikal_conifer_forests
http://eol.org/schema/terms/boreal_forests_taiga,http://eol.org/schema/terms/Ural_montane_forests_and_tundra
http://eol.org/schema/terms/boreal_forests_taiga,http://eol.org/schema/terms/West_Siberian_taiga
http://eol.org/schema/terms/boreal_forests_taiga,http://eol.org/schema/terms/Iceland_boreal_birch_forests_and_alpine_tundra
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Fiji_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Palau_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Central_Polynesian_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Tuamotu_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Society_Islands_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cook_Islands_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Marquesas_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Eastern_Micronesia_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Carolines_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Tubuai_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Samoan_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Tongan_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Hawaii_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Western_Polynesian_tropical_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Kermadec_Islands_subtropical_moist_forests
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Hawaii_tropical_high_shrublands
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Northwestern_Hawaii_scrub
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Hawaii_tropical_low_shrublands
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Marianas_tropical_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Fiji_tropical_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Yap_tropical_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Hawaii_tropical_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Central_American_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Chiapas_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Chimalapas_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Oaxacan_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Bahia_coastal_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Bahia_interior_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Bolivian_Yungas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Southern_Andean_Yungas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Sierra_de_los_Tuxtlas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Peten-Veracruz_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Sierra_Madre_de_Chiapas_moist_forest
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Veracruz_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Veracruz_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cauca_Valley_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cordillera_Oriental_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Eastern_Cordillera_real_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Magdalena_Valley_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Northwestern_Andean_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Peruvian_Yungas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Venezuelan_Andes_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Talamancan_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Alto_Parana_Atlantic_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Araucaria_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Atlantic_Coast_restingas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Caqueta_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Catatumbo_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Central_American_Atlantic_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Choco-Darien_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cordillera_La_Costa_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Costa_Rican_seasonal_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Eastern_Panamanian_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Guianan_Freshwater_swamp_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Guianan_Highlands_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Guianan_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Gurupa_varzea
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Iquitos_varzea
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Isthmian-Atlantic_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Isthmian-Pacific_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Japura-Solimoes-Negro_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Jurua-Purus_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Madeira-Tapajos_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Magdalena-Uraba_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Marajo_varzea
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Maranhao_Baba_u_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Mato_Grosso_seasonal_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Monte_Alegre_varzea
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Napo_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Negro-Branco_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Northeastern_Brazil_restingas
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Orinoco_Delta_swamp_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Pantanos_de_Centla
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Pantepuis
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Pernambuco_coastal_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Pernambuco_interior_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Purus_varzea
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Purus-Madeira_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Rio_Negro_campinarana
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Santa_Marta_montane_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Serra_do_Mar_coastal_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Solimoes-Japura_moist_forest
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Southwest_Amazon_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Tapajos-Xingu_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Tocantins/Pindare_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Trinidad_and_Tobago_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Uatuma-Trombetas_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Ucayali_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Western_Ecuador_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Xingu-Tocantins-Araguaia_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Yucatan_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/South_Florida_rocklands
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cuban_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Hispaniolan_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Jamaican_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Puerto_Rican_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cayos_Miskitos-San_Andres_and_Providencia_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Leeward_Islands_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Windward_Islands_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Caatinga_Enclaves_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Guianan_piedmont_and_lowland_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Fernando_de_Noronha-Atol_das_Rocas_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Cocos_Island_moist_forests
http://eol.org/schema/terms/Tropical_and_subtropical_moist_broadleaf_forests,http://eol.org/schema/terms/Trindade-Martin_Vaz_Islands_tropical_forests
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Campos_Rupestres_montane_savanna
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Cerrado
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Humid_Chaco
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Beni_savanna
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Guianan_savanna
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Llanos
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Uruguayan_savanna
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Clipperton_Island_shrub_and_grasslands
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Bolivian_montane_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Southern_Pacific_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Chiapas_Depression_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Sinu_Valley_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Veracruz_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Chiquitano_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Dry_Chaco
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Apure-Villavicencio_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Atlantic_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Ecuadorian_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Lara-Falcon_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Lesser_Antillean_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Magdalena_Valley_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Maracaibo_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Panamanian_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Patia_Valley_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Tumbes-Piura_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Bajio_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Balsas_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Jalisco_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Sierra_de_la_Laguna_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Sinaloan_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Cuban_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Central_American_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Hispaniolan_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Jamaican_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Puerto_Rican_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Yucatan_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Maranon_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Cauca_Valley_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Islas_Revillagigedo_dry_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Central_American_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Sierra_Madre_de_Oaxaca_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Sierra_Madre_del_Sur_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Trans-Mexican_Volcanic_Belt_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Belizean_pine_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Miskito_pine_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Sierra_de_la_Laguna_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Cuban_pine_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Bahamian_pine_mosaic
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Hispaniolan_pine_forests
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Espinal
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Humid_Pampas
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Low_Monte
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Patagonian_steppe
http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests,http://eol.org/schema/terms/Valdivian_temperate_forests
http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests,http://eol.org/schema/terms/Magellanic_subpolar_forests
http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests,http://eol.org/schema/terms/Juan_Fernandez_Islands_temperate_forests
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Southern_Andean_steppe
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Central_Andean_dry_puna
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Central_Andean_puna
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Central_Andean_wet_puna
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/High_Monte
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Cordillera_Central_paramo
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Cordillera_de_Merida_paramo
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Northern_Andean_paramo
http://eol.org/schema/terms/montane_grasslands_and_shrublands,http://eol.org/schema/terms/Santa_Marta_paramo
http://eol.org/schema/terms/mediterranean_forests_woodlands_and_scrubs,http://eol.org/schema/terms/Chilean_matorral
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Bahamoan-Antillean_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Mesoamerican_Gulf-Caribbean_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Northern_Mesoamerican_Pacific_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Southern_Mesoamerican_Pacific_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Amazon-Orinoco-Southern_Caribbean_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/South_American_Pacific_mangroves
http://eol.org/schema/terms/mangroves,http://eol.org/schema/terms/Southern_Atlantic_mangroves
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Pantanal
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Guayaquil_flooded_grasslands
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Orinoco_wetlands
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Parana_flooded_savanna
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Southern_Cone_Mesopotamian_savanna
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Everglades
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Cuban_wetlands
http://eol.org/schema/terms/flooded_grasslands_and_savannas,http://eol.org/schema/terms/Enriquillo_wetlands
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Sechura_desert
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Tehuacan_Valley_matorral
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Araya_and_Paria_xeric_scrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Caatinga
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Guajira-Barranquilla_xeric_scrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/La_Costa_xeric_shrublands
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Paraguana_xeric_scrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/San_Lucan_xeric_scrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Cuban_cactus_scrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Motagua_Valley_thornscrub
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Atacama_desert
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Caribbean_shrublands
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Galapagos_Islands_scrubland_mosaic
http://eol.org/schema/terms/deserts_and_xeric_shrublands,http://eol.org/schema/terms/Malpelo_Island_xeric_scrub
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Alaska-St._Elias_Range_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Pacific_Coastal_Mountain_icefields_and_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Aleutian_Islands_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Interior_Yukon-Alaska_alpine_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Ogilvie-MacKenzie_alpine_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Beringia_lowland_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Beringia_upland_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Brooks-British_Range_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Arctic_coastal_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Arctic_foothills_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Low_Arctic_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Torngat_Mountain_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Baffin_coastal_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Davis_Highlands_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/High_Arctic_tundra
http://eol.org/schema/terms/tundra,http://eol.org/schema/terms/Middle_Arctic_tundra
http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Western_Gulf_Coastal_grasslands
http://eol.org/schema/terms/Tropical_and_subtropical_dry_broadleaf_forests,http://eol.org/schema/terms/Sonoran-Sinaloan_transition_subtropical_dry_forest
http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests,http://eol.org/schema/terms/Sierra_Madre_Oriental_pine-oak_forests
http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests,http://eol.org/schema/terms/Sierra_Madre_Occidental_pine-oak_forests
http://eol.org/schema/terms/Tropical_and_subtropical_coniferous_forests,http://eol.org/schema/terms/Bermuda_subtropical_conifer_forests
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/California_Central_Valley_grasslands
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Canadian_Aspen_forests_and_parklands
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Central_and_Southern_mixed_grasslands
http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands,http://eol.org/schema/terms/Central_forest-grasslands_transition
